AP018194,233,13,6413366,6417773,4408,CAS-V-F
AP018194,236,16,6887176,6891520,4345,CAS-V-F
AP018194,238,18,7363337,7366414,3078,CAS-V-F
AP018194,239,19,7815255,7822317,7063,CAS-V-F
AP018194,240,20,7860872,7864688,3817,CAS-V-F
AP018194,241,21,7869786,7873931,4146,CAS-V-F
AP018194,242,22,8260306,8262332,2027,CAS-V-F
AP018203,243,1,1739817,1745227,5411,CAS-V-A
AP018203,244,2,3206776,3207605,830,CAS-V-A
AP018203,247,5,5136285,5139246,2962,CAS-V-A
AP018203,246,4,4986776,4989984,3209,CAS-V-B
AP018216,251,2,2297588,2300936,3349,CAS-V-A
AP018216,252,3,2474836,2478184,3349,CAS-V-A
AP018227,255,1,2887731,2889405,1675,CAS-V-A
AP018227,262,8,8590260,8593018,2759,CAS-V-A
AP018233,269,7,4773859,4775461,1603,CAS-V-A
AP018233,272,10,6619350,6625425,6076,CAS-V-A
AP018233,268,6,4660831,4662198,1368,CAS-V-F
AP018248,275,2,1962518,1967163,4646,CAS-V-A
AP018248,282,9,7168892,7170445,1554,CAS-V-A
AP018248,283,10,7678545,7680209,1665,CAS-V-A
AP018268,288,3,1766173,1768477,2305,CAS-V-A
AP018268,292,7,2464123,2467788,3666,CAS-V-A
AP018268,293,8,2502876,2504942,2067,CAS-V-A
AP018268,297,12,2857983,2860263,2281,CAS-V-A
AP018268,302,17,4306735,4308174,1440,CAS-V-A
AP018268,290,5,1987037,1988618,1582,CAS-V-F
AP018268,291,6,2013734,2017509,3776,CAS-V-F
AP018268,294,9,2584626,2587531,2906,CAS-V-F
AP018268,295,10,2622832,2625650,2819,CAS-V-F
AP018268,298,13,3053908,3055785,1878,CAS-V-F
AP018268,299,14,3316028,3320370,4343,CAS-V-F
AP018268,300,15,3371437,3374674,3238,CAS-V-F
AP018268,301,16,3623364,3632925,9562,CAS-V-F
AP018268,303,18,4885098,4887182,2085,CAS-V-F
AP018268,306,21,5662366,5665694,3329,CAS-V-F
AP018268,307,22,7528613,7530912,2300,CAS-V-F
AP018268,308,23,7943098,7948388,5291,CAS-V-F
AP018268,309,24,8396009,8402109,6101,CAS-V-F
AP018280,312,2,2445435,2446593,1159,CAS-V-A
AP018288,325,8,3877759,3879877,2119,CAS-V-A
AP018288,326,9,4028678,4033467,4790,CAS-V-A
AP018288,327,10,4234960,4238895,3936,CAS-V-A
AP018288,329,12,6473658,6475481,1824,CAS-V-A
AP018288,332,15,7820811,7822427,1617,CAS-V-A
AP018288,320,3,1602203,1606183,3981,CAS-V-F
AP018307,598,1,431645,436290,4646,CAS-V-A
AP018307,601,4,3175747,3177411,1665,CAS-V-A
AP018307,602,5,3684472,3686025,1554,CAS-V-A
AP018316,335,1,1352,9368,8017,CAS-V-A
AP018316,339,5,1581840,1582850,1011,CAS-V-A
AP018316,340,6,1817960,1819925,1966,CAS-V-A
AP018316,337,3,781474,784942,3469,CAS-V-F
AP018316,338,4,1352041,1354587,2547,CAS-V-F
AP018318,349,2,1076790,1083189,6400,CAS-V-A
AP018318,351,4,3384590,3386067,1478,CAS-V-A
AP018318,353,6,5822845,5824306,1462,CAS-V-A
AP018318,348,1,184240,188371,4132,CAS-V-F
AP018335,358,5,784184,785334,1151,CAS-V-A
AP018335,360,7,1234677,1235827,1151,CAS-V-A
AP018335,365,12,2516696,2517846,1151,CAS-V-A
AP018335,367,14,2919989,2922098,2110,CAS-V-A
AP018335,356,3,408188,411927,3740,CAS-V-F
AP018335,361,8,1430406,1435151,4746,CAS-V-F
AP019189,379,10,4785970,4789456,3487,CAS-V-A
AP019189,378,9,4739178,4742489,3312,CAS-V-B
AP019774,384,5,1002563,1003944,1382,CAS-V-A
AP019774,380,1,111731,114873,3143,CAS-V-F
AP019774,381,2,544590,546503,1914,CAS-V-F
AP019780,387,3,959420,962386,2967,CAS-V-A
AP019780,393,9,2161862,2165198,3337,CAS-V-A
AP019780,394,10,2289267,2293023,3757,CAS-V-F
AP019860,400,5,2277502,2279589,2088,CAS-V-A
AP019860,401,6,2392706,2393955,1250,CAS-V-A
AP019860,402,7,2420555,2428579,8025,CAS-V-A
AP019860,403,8,2588336,2592562,4227,CAS-V-A
AP019860,405,10,3846237,3848376,2140,CAS-V-A
AP019860,410,15,7619344,7621923,2580,CAS-V-A
AP019860,411,16,8395720,8398385,2666,CAS-V-A
AP019860,413,18,9100611,9105222,4612,CAS-V-A
AP019860,398,3,1588607,1590306,1700,CAS-V-F
AP023036,417,4,866721,868633,1913,CAS-V-A
AP023036,414,1,112025,115169,3145,CAS-V-F
AP023037,419,1,2927,5599,2673,CAS-V-A
AP023039,420,1,111798,114942,3145,CAS-V-F
AP023039,422,3,1371472,1373385,1914,CAS-V-F
AP023042,424,1,112046,115190,3145,CAS-V-F
AP023042,425,2,451322,453002,1681,CAS-V-F
AP023042,428,5,1364636,1366549,1914,CAS-V-F
AP023046,430,1,113838,116981,3144,CAS-V-F
AP023046,432,3,1354113,1356026,1914,CAS-V-F
AP023230,436,3,2148890,2152376,3487,CAS-V-A
AP023230,435,2,2102086,2105397,3312,CAS-V-B
AP023441,444,3,4279359,4282073,2715,CAS-V-A
AP023441,448,7,5851910,5852664,755,CAS-V-A
AP024205,610,2,809490,811739,2250,CAS-V-A
AP024205,615,7,4714511,4717997,3487,CAS-V-A
AP024205,614,6,4667631,4670942,3312,CAS-V-B
AP024480,450,2,260458,261691,1234,CAS-V-A
AP024480,451,3,480948,484216,3269,CAS-V-A
AP024480,454,6,1385945,1387464,1520,CAS-V-A
AP024480,463,15,2308762,2310049,1288,CAS-V-A
AP024480,449,1,126712,132511,5800,CAS-V-F
AP024480,452,4,692873,694678,1806,CAS-V-F
AP024480,453,5,1299292,1304324,5033,CAS-V-F
AP024480,461,13,2114300,2117948,3649,CAS-V-F
AP024814,474,2,1406118,1410720,4603,CAS-V-A
AP024814,473,1,1286395,1289701,3307,CAS-V-F
AP025232,476,2,4003604,4006218,2615,CAS-V-A
AP025621,478,1,261261,263698,2438,CAS-V-A
AP025621,481,4,1166453,1168643,2191,CAS-V-A
AP025621,483,6,1621381,1624559,3179,CAS-V-A
AP025621,489,12,3329689,3336511,6823,CAS-V-A
AP025621,492,15,3751375,3756645,5271,CAS-V-F
AP025625,497,5,1535414,1539209,3796,CAS-V-A
AP025625,498,6,2043537,2046579,3043,CAS-V-A
AP025625,499,7,2490851,2494072,3222,CAS-V-A
AP025625,500,8,2673054,2675244,2191,CAS-V-A
AP025625,502,10,3778956,3782020,3065,CAS-V-A
AP025625,494,2,576557,582479,5923,CAS-V-F
AP025732,503,1,944204,945285,1082,CAS-V-A
AP025732,504,2,948213,949518,1306,CAS-V-A
AP025732,505,3,1352191,1353331,1141,CAS-V-A
AP025732,507,5,3208986,3210254,1269,CAS-V-A
AP025732,509,7,5044992,5046685,1694,CAS-V-A
AP025732,510,8,5112140,5113857,1718,CAS-V-A
AP026075,516,4,4975428,4979186,3759,CAS-V-A
AP026075,517,5,6291576,6293568,1993,CAS-V-A
AP026503,528,7,5067577,5071063,3487,CAS-V-A
AP026503,527,6,5020793,5024104,3312,CAS-V-B
AP026673,529,1,41665,44961,3297,CAS-V-A
AP026673,532,4,2043997,2047515,3519,CAS-V-B
AP026769,618,3,812439,813826,1388,CAS-V-A
AP026769,616,1,112017,115161,3145,CAS-V-F
AP026769,621,6,1094880,1096793,1914,CAS-V-F
AP026769,622,7,1219974,1222554,2581,CAS-V-F
AP027162,533,1,1308756,1309719,964,CAS-V-A
AP027162,545,13,4900066,4903552,3487,CAS-V-A
AP027162,544,12,4853277,4856588,3312,CAS-V-B
AP027162,546,14,5371876,5374084,2209,CAS-V-F
AP027477,549,3,565671,570288,4618,CAS-V-A
AP027477,553,7,3863955,3866204,2250,CAS-V-A
AP027775,560,5,3667586,3671072,3487,CAS-V-A
AP027775,559,4,3621674,3624985,3312,CAS-V-B
AP027818,564,2,811877,814126,2250,CAS-V-A
AP027818,568,6,4189805,4197252,7448,CAS-V-A
AP027818,570,8,4825591,4829077,3487,CAS-V-A
AP027818,569,7,4778804,4782115,3312,CAS-V-B
AP027941,576,6,703623,704280,658,CAS-V-A
AP027941,577,7,1060818,1063197,2380,CAS-V-A
AP027941,571,1,132192,133975,1784,CAS-V-F
AP027941,572,2,404649,406432,1784,CAS-V-F
AP027941,573,3,499730,501510,1781,CAS-V-F
AP027941,574,4,528086,532122,4037,CAS-V-F
AP027941,579,9,1619555,1621338,1784,CAS-V-F
AP027963,584,5,4536353,4539839,3487,CAS-V-A
AP027963,583,4,4489565,4492876,3312,CAS-V-B
AP028097,585,1,3712272,3715770,3499,CAS-V-A
AP028102,586,1,3745549,3749047,3499,CAS-V-A
AP028106,587,1,3745553,3749051,3499,CAS-V-A
AP028110,588,1,3745574,3749072,3499,CAS-V-A
AP028115,589,1,3745555,3749053,3499,CAS-V-A
AP028119,590,1,3738891,3742389,3499,CAS-V-A
AP028123,623,1,3739052,3742550,3499,CAS-V-A
AP028635,698,2,520789,524488,3700,CAS-V-A
AP028635,700,4,891531,896446,4916,CAS-V-A
AP028635,702,6,1282643,1287194,4552,CAS-V-A
AP028635,704,8,1915355,1918830,3476,CAS-V-A
AP028635,705,9,2054382,2059723,5342,CAS-V-A
AP028635,701,5,970119,972321,2203,CAS-V-F
AP028636,710,4,729415,733967,4553,CAS-V-A
AP028636,711,5,799649,800931,1283,CAS-V-A
AP028636,715,9,1586005,1589716,3712,CAS-V-A
AP028636,708,2,620993,625665,4673,CAS-V-F
AP028636,717,11,2248954,2254270,5317,CAS-V-F
AP028638,719,2,389755,394307,4553,CAS-V-A
AP028638,720,3,448386,449669,1284,CAS-V-A
AP028638,723,6,1309036,1312747,3712,CAS-V-A
AP028638,724,7,1345943,1349441,3499,CAS-V-A
AP028638,725,8,2061898,2063367,1470,CAS-V-A
AP028638,726,9,2518245,2524396,6152,CAS-V-F
AP028639,730,4,951602,956154,4553,CAS-V-A
AP028639,731,5,1006594,1007876,1283,CAS-V-A
AP028639,735,9,1810406,1814117,3712,CAS-V-A
AP028640,737,1,83153,86852,3700,CAS-V-A
AP028640,740,4,824245,829586,5342,CAS-V-A
AP028640,741,5,965138,968613,3476,CAS-V-A
AP028640,743,7,1596777,1601328,4552,CAS-V-A
AP028640,745,9,1987551,1992466,4916,CAS-V-A
AP028640,744,8,1911676,1913878,2203,CAS-V-F
AP028641,753,6,1365671,1370223,4553,CAS-V-A
AP028641,754,7,1435905,1437187,1283,CAS-V-A
AP028641,758,11,2222263,2225974,3712,CAS-V-A
AP028641,749,2,419735,425051,5317,CAS-V-F
AP028641,751,4,1257248,1261920,4673,CAS-V-F
AP028643,759,1,1099963,1103462,3500,CAS-V-A
AP028643,760,2,1136660,1140371,3712,CAS-V-A
AP028643,763,5,1999364,2000647,1284,CAS-V-A
AP028643,764,6,2054726,2059278,4553,CAS-V-A
AP028643,766,8,2475579,2480852,5274,CAS-V-F
AP028644,769,3,862249,866801,4553,CAS-V-A
AP028644,770,4,917241,918523,1283,CAS-V-A
AP028644,774,8,1720756,1724467,3712,CAS-V-A
AP028817,777,1,10335,12580,2246,CAS-V-A
AP028822,784,6,2964443,2968167,3725,CAS-V-A
AP028822,787,9,4454163,4457649,3487,CAS-V-A
AP028824,788,1,7885,10130,2246,CAS-V-A
AP028827,795,6,3009837,3013561,3725,CAS-V-A
AP028827,798,9,4499750,4503236,3487,CAS-V-A
AP028828,799,1,7885,10130,2246,CAS-V-A
AP028832,806,6,3011653,3015377,3725,CAS-V-A
AP028832,809,9,4504016,4507502,3487,CAS-V-A
AP028833,810,1,7885,10130,2246,CAS-V-A
AP028837,817,6,3013663,3017387,3725,CAS-V-A
AP028837,820,9,4503578,4507064,3487,CAS-V-A
AP028838,821,1,7885,10130,2246,CAS-V-A
AP028842,828,6,3013663,3017387,3725,CAS-V-A
AP028842,831,9,4503576,4507062,3487,CAS-V-A
AP028843,832,1,7885,10130,2246,CAS-V-A
AP028847,629,6,3009617,3013341,3725,CAS-V-A
AP028847,632,9,4499532,4503018,3487,CAS-V-A
AP028848,834,1,7885,10130,2246,CAS-V-A
AP028852,841,6,3005725,3009449,3725,CAS-V-A
AP028852,844,9,4493201,4496687,3487,CAS-V-A
AP028854,845,1,7885,10130,2246,CAS-V-A
AP028858,852,6,3015476,3019200,3725,CAS-V-A
AP028858,855,9,4505391,4508877,3487,CAS-V-A
AP028859,856,1,7885,10130,2246,CAS-V-A
BA000019,861,4,4191316,4194664,3349,CAS-V-A
BA000019,862,5,4368583,4371931,3349,CAS-V-A
BA000043,863,1,388610,390078,1469,CAS-V-A
BA000043,864,2,881597,882945,1349,CAS-V-A
BA000043,866,4,2218846,2222082,3237,CAS-V-A
BA000043,867,5,2385632,2390010,4379,CAS-V-A
BA000043,868,6,2764972,2766567,1596,CAS-V-A
BA000043,865,3,2142323,2148661,6339,CAS-V-F
BK017243,869,1,56413,59622,3210,CAS-V-F
BK017448,870,1,7078,11956,4879,CAS-V-F
BK021901,871,1,70448,72806,2359,CAS-V-A
BK022099,872,1,7547,10886,3340,CAS-V-F
BK023444,873,1,66570,70752,4183,CAS-V-F
BK024772,874,1,153527,155605,2079,CAS-V-F
BK030888,875,1,9042,13914,4873,CAS-V-F
BK035606,876,1,55354,59904,4551,CAS-V-F
BK039564,877,1,54289,57407,3119,CAS-V-F
BK039752,878,1,20688,22944,2257,CAS-V-F
BK042032,879,1,3829,8275,4447,CAS-V-F
BK047914,880,1,6045,8919,2875,CAS-V-F
BK048175,881,1,17641,21459,3819,CAS-V-F
BK048175,882,2,56433,60879,4447,CAS-V-F
BK050961,883,1,154571,159280,4710,CAS-V-F
BK056799,884,1,41330,46250,4921,CAS-V-F
CP000117,885,1,91211,95002,3792,CAS-V-A
CP000117,886,2,1672162,1677121,4960,CAS-V-A
CP000117,887,3,4077527,4080875,3349,CAS-V-A
CP000159,891,2,3007925,3010092,2168,CAS-V-A
CP000239,895,1,2331,6143,3813,CAS-V-A
CP000239,901,7,1050354,1052437,2084,CAS-V-A
CP000239,897,3,728569,733016,4448,CAS-V-F
CP000239,903,9,2049166,2052723,3558,CAS-V-F
CP000239,904,10,2169520,2171908,2389,CAS-V-F
CP000240,909,1,559695,562269,2575,CAS-V-A
CP000240,912,4,1250050,1257394,7345,CAS-V-A
CP000240,917,9,2511197,2514026,2830,CAS-V-A
CP000240,913,5,1316313,1321782,5470,CAS-V-F
CP000240,916,8,2506240,2507857,1618,CAS-V-F
CP000240,918,10,2660114,2662870,2757,CAS-V-F
CP000679,926,1,18358,24366,6009,CAS-V-A
CP000679,930,5,149559,153300,3742,CAS-V-A
CP000679,939,14,1058863,1061730,2868,CAS-V-A
CP000679,942,17,1428226,1429492,1267,CAS-V-A
CP000679,947,22,1770593,1772600,2008,CAS-V-A
CP000679,934,9,536466,539112,2647,CAS-V-F
CP000679,946,21,1713498,1715246,1749,CAS-V-F
CP000679,948,23,1968896,1973920,5025,CAS-V-F
CP000702,954,1,13464,15217,1754,CAS-V-A
CP000702,956,3,411018,412742,1725,CAS-V-A
CP000702,962,9,904658,906428,1771,CAS-V-A
CP000702,968,15,1641439,1643933,2495,CAS-V-A
CP000702,961,8,893524,898358,4835,CAS-V-F
CP000702,965,12,1142336,1143846,1511,CAS-V-F
CP000768,633,1,230853,234711,3859,CAS-V-F
CP000768,634,2,1520700,1523453,2754,CAS-V-F
CP000806,970,1,44273,47918,3646,CAS-V-A
CP000806,975,6,1670212,1670778,567,CAS-V-A
CP000806,977,8,3568376,3569826,1451,CAS-V-A
CP000806,976,7,1978004,1979963,1960,CAS-V-F
CP000812,990,12,2045427,2047833,2407,CAS-V-A
CP000812,982,4,379954,385247,5294,CAS-V-F
CP000828,992,2,1682041,1685799,3759,CAS-V-A
CP000828,993,3,2999874,3001866,1993,CAS-V-A
CP000916,995,2,565122,566841,1720,CAS-V-A
CP000916,1001,8,1061970,1065909,3940,CAS-V-A
CP000916,1004,11,1703731,1705927,2197,CAS-V-A
CP000969,1005,1,13200,14953,1754,CAS-V-A
CP000969,1008,4,429073,430797,1725,CAS-V-A
CP000969,1012,8,900088,902026,1939,CAS-V-A
CP000969,1014,10,939095,940866,1772,CAS-V-A
CP000969,1013,9,927961,932795,4835,CAS-V-F
CP000969,1015,11,1036847,1038357,1511,CAS-V-F
CP000970,1028,8,4197201,4200687,3487,CAS-V-A
CP000970,1029,9,4244012,4247323,3312,CAS-V-B
CP001173,1037,1,44151,45875,1725,CAS-V-F
CP001173,1038,2,533594,535317,1724,CAS-V-F
CP001173,1039,3,753954,755678,1725,CAS-V-F
CP001173,1041,5,974451,976175,1725,CAS-V-F
CP001173,1042,6,990199,991923,1725,CAS-V-F
CP001287,1048,4,899620,902696,3077,CAS-V-A
CP001287,1049,5,934164,936667,2504,CAS-V-A
CP001287,1054,10,4529612,4533503,3892,CAS-V-A
CP001287,1047,3,654309,661153,6845,CAS-V-F
CP001287,1050,6,1600685,1607693,7009,CAS-V-F
CP001287,1052,8,2114710,2119104,4395,CAS-V-F
CP001287,1053,9,2943137,2947411,4275,CAS-V-F
CP001291,1055,1,94992,97163,2172,CAS-V-A
CP001291,1056,2,100225,105953,5729,CAS-V-A
CP001291,1061,7,1137181,1139204,2024,CAS-V-A
CP001291,1067,13,2821007,2822398,1392,CAS-V-A
CP001291,1070,16,5844840,5850529,5690,CAS-V-A
CP001291,1060,6,955091,956972,1882,CAS-V-F
CP001291,1063,9,2470936,2472813,1878,CAS-V-F
CP001291,1069,15,4988318,4991121,2804,CAS-V-F
CP001393,1079,9,1192453,1194643,2191,CAS-V-A
CP001393,1082,12,1517692,1522536,4845,CAS-V-A
CP001393,1084,14,2034323,2037997,3675,CAS-V-A
CP001393,1088,18,2743921,2745159,1239,CAS-V-A
CP001393,1091,21,2862489,2864695,2207,CAS-V-A
CP001393,1081,11,1350692,1355720,5029,CAS-V-F
CP001393,1087,17,2619730,2622079,2350,CAS-V-F
CP001600,1092,1,3785937,3789435,3499,CAS-V-A
CP001720,1093,1,478823,482414,3592,CAS-V-A
CP001720,1094,2,851963,854329,2367,CAS-V-A
CP001720,1095,3,864112,866195,2084,CAS-V-A
CP001720,1098,6,1253400,1257704,4305,CAS-V-A
CP001720,1099,7,1900197,1901545,1349,CAS-V-A
CP001720,1104,12,3900542,3902476,1935,CAS-V-A
CP001720,1102,10,3745428,3747487,2060,CAS-V-F
CP001839,1106,1,13174,14927,1754,CAS-V-A
CP001839,1109,4,688442,690213,1772,CAS-V-A
CP001839,1110,5,696513,701347,4835,CAS-V-F
CP001839,1114,9,1037641,1039151,1511,CAS-V-F
CP001839,1118,13,1318722,1324612,5891,CAS-V-F
CP001857,1122,3,384855,386622,1768,CAS-V-A
CP001857,1124,5,1392456,1396913,4458,CAS-V-A
CP001857,1120,1,228932,230388,1457,CAS-V-F
CP002059,1134,5,3838884,3840637,1754,CAS-V-A
CP002069,1136,2,246231,250426,4196,CAS-V-A
CP002069,1138,4,468030,469222,1193,CAS-V-A
CP002069,1140,6,941031,942996,1966,CAS-V-A
CP002069,1142,8,1114953,1116968,2016,CAS-V-A
CP002069,1143,9,1545255,1548259,3005,CAS-V-A
CP002069,1145,11,1904062,1906064,2003,CAS-V-A
CP002069,1147,13,2066118,2069377,3260,CAS-V-A
CP002069,1141,7,1092083,1096184,4102,CAS-V-F
CP002069,1144,10,1637670,1642646,4977,CAS-V-F
CP002069,1146,12,1908090,1910246,2157,CAS-V-F
CP002070,636,1,15409,23937,8529,CAS-V-A
CP002070,637,2,149487,154224,4738,CAS-V-F
CP002071,1149,1,363264,365755,2492,CAS-V-B
CP002071,1150,2,804816,810846,6031,CAS-V-F
CP002101,1153,2,859103,863672,4570,CAS-V-F
CP002101,1157,6,2082058,2085970,3913,CAS-V-F
CP002105,1158,1,95565,99392,3828,CAS-V-A
CP002105,1159,2,146355,150312,3958,CAS-V-A
CP002105,1160,3,262637,265930,3294,CAS-V-A
CP002105,1167,10,1324454,1326996,2543,CAS-V-A
CP002105,1173,16,1935102,1938875,3774,CAS-V-A
CP002105,1174,17,2082267,2083598,1332,CAS-V-A
CP002105,1175,18,2099904,2104532,4629,CAS-V-A
CP002105,1163,6,923951,928768,4818,CAS-V-F
CP002105,1164,7,940861,949317,8457,CAS-V-F
CP002105,1168,11,1464505,1467818,3314,CAS-V-F
CP002164,1176,1,2331,6132,3802,CAS-V-A
CP002164,1179,4,251418,256280,4863,CAS-V-A
CP002164,1183,8,1516576,1521558,4983,CAS-V-A
CP002164,1184,9,1651040,1654633,3594,CAS-V-A
CP002164,1187,12,2323356,2326734,3379,CAS-V-A
CP002164,1189,14,2421079,2422864,1786,CAS-V-F
CP002219,1195,2,275582,276820,1239,CAS-V-A
CP002219,1196,3,526828,529613,2786,CAS-V-A
CP002219,1199,6,757381,759697,2317,CAS-V-A
CP002219,1202,9,1668495,1670768,2274,CAS-V-A
CP002219,1206,13,2187940,2191984,4045,CAS-V-A
CP002219,1201,8,1492890,1497922,5033,CAS-V-F
CP002219,1205,12,2149809,2158465,8657,CAS-V-F
CP002326,1215,2,298815,301521,2707,CAS-V-A
CP002326,1216,3,432847,439394,6548,CAS-V-A
CP002326,1220,7,1472926,1477770,4845,CAS-V-A
CP002326,1224,11,2160439,2162985,2547,CAS-V-A
CP002326,1228,15,2609671,2614525,4855,CAS-V-A
CP002326,1219,6,1296146,1301177,5032,CAS-V-F
CP002326,1225,12,2355500,2358348,2849,CAS-V-F
CP002326,1227,14,2572993,2576368,3376,CAS-V-F
CP002348,1235,1,29423,32616,3194,CAS-V-F
CP002351,1239,4,593189,595552,2364,CAS-V-A
CP002351,1242,7,993004,995575,2572,CAS-V-A
CP002351,1243,8,1017704,1024385,6682,CAS-V-A
CP002351,1252,17,1734507,1737489,2983,CAS-V-A
CP002472,1259,3,621524,623418,1895,CAS-V-A
CP002543,1262,1,56328,57936,1609,CAS-V-A
CP002543,1263,2,173100,174712,1613,CAS-V-A
CP002543,1264,3,322896,328624,5729,CAS-V-A
CP002543,1265,4,655645,657754,2110,CAS-V-A
